INT	STRING	STRING	STRING	INT	INT	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
76006	76-6 水元素	t_mission_name_76006	t_mission_desc_76006	1	76	ts_chapter09_02	1	75050	75060	0	0	6	10			102	7600601	7600602	7600602	7600603	7600603	0						2	40040001	6	0	100	2	40030052	1	0	60	2	80020001	1	0	10											0
76007	76-7 无源哀怨	t_mission_name_76007	t_mission_desc_76007	1	76	ts_chapter09_02	0	75060	75070	0	0	6	99			101	7600701	7600702	7600702	7600703	7600703	0						2	40040001	6	0	100																					0
76008	76-8 怨念扩散	t_mission_name_76008	t_mission_desc_76008	1	76	ts_chapter09_02	0	75070	75080	0	0	6	99			103	7600801	7600802	7600802	7600802	7600802	0						2	40040001	6	0	100																					0
76009	76-9 炎之结晶	t_mission_name_76009	t_mission_desc_76009	1	76	ts_chapter09_02	1	75080	75090	0	0	6	10			101	7600901	7600902	7600902	7600903	7600903	0						2	40040001	6	0	100	2	40030053	1	0	60	2	80020001	1	0	10											0
76010	76-10 异域召唤	t_mission_name_76010	t_mission_desc_76010	1	76	ts_chapter09_02	2	75090	76000	0	0	6	5			102	7601001	7601002	7601002	7601003	7601003	0						2	50010001	6	0	30	2	70040404	1	0	2	2	80020001	1	0	10											0
77001	77-1 狂暴者	t_mission_name_77001	t_mission_desc_77001	1	77	ts_chapter06_01	0	76000	76010	0	0	6	99			104	7700101	7700101	7700101	7700101	7700101	0						2	40040001	6	0	100																					0
77002	77-2 监听者	t_mission_name_77002	t_mission_desc_77002	1	77	ts_chapter06_01	0	76010	76020	0	0	6	99			104	7700201	7700201	7700201	7700201	7700201	0						2	40040001	6	0	100																					0
77003	77-3 捕捉者	t_mission_name_77003	t_mission_desc_77003	1	77	ts_chapter06_01	1	76020	76030	0	0	6	10			101	7700301	7700302	7700302	7700303	7700303	0						2	40040001	6	0	100	2	40030051	1	0	60	2	80020001	1	0	10											0
77004	77-4 侦察者	t_mission_name_77004	t_mission_desc_77004	1	77	ts_chapter06_01	0	76030	76040	0	0	6	99			101	7700401	7700401	7700401	7700402	7700402	0						2	40040001	6	0	100																					0
77005	77-5 水击者	t_mission_name_77005	t_mission_desc_77005	1	77	ts_chapter06_01	0	76040	76050	0	0	6	99			101	7700501	7700501	7700501	7700502	7700502	0						2	40040001	6	0	100																					0
77006	77-6 水治者	t_mission_name_77006	t_mission_desc_77006	1	77	ts_chapter06_02	1	76050	76060	0	0	6	10			102	7700601	7700602	7700602	7700603	7700603	0						2	40040001	6	0	100	2	40030052	1	0	60	2	80020001	1	0	10											0
77007	77-7 水生者	t_mission_name_77007	t_mission_desc_77007	1	77	ts_chapter06_02	0	76060	76070	0	0	6	99			102	7700701	7700701	7700701	7700702	7700702	0						2	40040001	6	0	100																					0
77008	77-8 绽放者	t_mission_name_77008	t_mission_desc_77008	1	77	ts_chapter06_02	0	76070	76080	0	0	6	99			104	7700801	7700801	7700801	7700801	7700801	0						2	40040001	6	0	100																					0
77009	77-9 固有者	t_mission_name_77009	t_mission_desc_77009	1	77	ts_chapter06_02	1	76080	76090	0	0	6	10			102	7700901	7700902	7700902	7700903	7700903	0						2	40040001	6	0	100	2	40030053	1	0	60	2	80020001	1	0	10											0
77010	77-10 斩击者	t_mission_name_77010	t_mission_desc_77010	1	77	ts_chapter06_02	2	76090	77000	0	0	6	5			101	7701001	7701002	7701002	7701003	7701003	0						2	50010001	6	0	30	2	70010405	1	0	2	2	80020001	1	0	10											0
78001	78-1 殇者	t_mission_name_78001	t_mission_desc_78001	1	78	ts_chapter07_01	0	77000	77010	0	0	6	99			104	7800101	7800101	7800101	7800101	7800101	0						2	40040001	6	0	100																					0
78002	78-2 驱赶者	t_mission_name_78002	t_mission_desc_78002	1	78	ts_chapter07_01	0	77010	77020	0	0	6	99			104	7800201	7800201	7800201	7800201	7800201	0						2	40040001	6	0	100																					0
78003	78-3 治安者	t_mission_name_78003	t_mission_desc_78003	1	78	ts_chapter07_01	1	77020	77030	0	0	6	10			101	7800301	7800302	7800302	7800303	7800303	0						2	40040001	6	0	100	2	40030051	1	0	60	2	80020001	1	0	10											0
78004	78-4 常住者	t_mission_name_78004	t_mission_desc_78004	1	78	ts_chapter07_01	0	77030	77040	0	0	6	99			103	7800401	7800402	7800402	7800402	7800402	0						2	40040001	6	0	100																					0
78005	78-5 通行者	t_mission_name_78005	t_mission_desc_78005	1	78	ts_chapter07_01	0	77040	77050	0	0	6	99			101	7800501	7800501	7800501	7800502	7800502	0						2	40040001	6	0	100																					0
78006	78-6 拜访者	t_mission_name_78006	t_mission_desc_78006	1	78	ts_chapter07_02	1	77050	77060	0	0	6	10			102	7800601	7800602	7800602	7800603	7800603	0						2	40040001	6	0	100	2	40030052	1	0	60	2	80020001	1	0	10											0
78007	78-7 狙击者	t_mission_name_78007	t_mission_desc_78007	1	78	ts_chapter07_02	0	77060	77070	0	0	6	99			101	7800701	7800701	7800701	7800702	7800702	0						2	40040001	6	0	100																					0
78008	78-8 引渡者	t_mission_name_78008	t_mission_desc_78008	1	78	ts_chapter07_02	0	77070	77080	0	0	6	99			102	7800801	7800801	7800801	7800802	7800802	0						2	40040001	6	0	100																					0
78009	78-9 禁欲者	t_mission_name_78009	t_mission_desc_78009	1	78	ts_chapter07_02	1	77080	77090	0	0	6	10			102	7800901	7800902	7800902	7800903	7800903	0						2	40040001	6	0	100	2	40030053	1	0	60	2	80020001	1	0	10											0
78010	78-10 守望者	t_mission_name_78010	t_mission_desc_78010	1	78	ts_chapter07_02	2	77090	78000	0	0	6	5			102	7801001	7801002	7801002	7801003	7801003	0						2	50010001	6	0	30	2	70020405	1	0	2	2	80020001	1	0	10											0
79001	79-1 六根清净	t_mission_name_79001	t_mission_desc_79001	1	79	ts_chapter08_01	0	78000	78010	0	0	6	99			104	7900101	7900101	7900101	7900101	7900101	0						2	40040001	6	0	100																					0
79002	79-2 祸乱四起	t_mission_name_79002	t_mission_desc_79002	1	79	ts_chapter08_01	0	78010	78020	0	0	6	99			104	7900201	7900201	7900201	7900201	7900201	0						2	40040001	6	0	100																					0
79003	79-3 鬼怪之灵	t_mission_name_79003	t_mission_desc_79003	1	79	ts_chapter08_01	1	78020	78030	0	0	6	10			101	7900301	7900302	7900302	7900303	7900303	0						2	40040001	6	0	100	2	40030051	1	0	60	2	80020001	1	0	10											0
79004	79-4 幸运儿	t_mission_name_79004	t_mission_desc_79004	1	79	ts_chapter08_01	0	78030	78040	0	0	6	99			102	7900401	7900401	7900401	7900402	7900402	0						2	40040001	6	0	100																					0
79005	79-5 蛇之馨	t_mission_name_79005	t_mission_desc_79005	1	79	ts_chapter08_01	0	78040	78050	0	0	6	99			102	7900501	7900502	7900502	7900503	7900503	0						2	40040001	6	0	100																					0
79006	79-6 雪之韵	t_mission_name_79006	t_mission_desc_79006	1	79	ts_chapter08_02	1	78050	78060	0	0	6	10			102	7900601	7900602	7900602	7900603	7900603	0						2	40040001	6	0	100	2	40030052	1	0	60	2	80020001	1	0	10											0
79007	79-7 净化攻击	t_mission_name_79007	t_mission_desc_79007	1	79	ts_chapter08_02	0	78060	78070	0	0	6	99			102	7900701	7900702	7900702	7900703	7900703	0						2	40040001	6	0	100																					0
79008	79-8 霜之刃	t_mission_name_79008	t_mission_desc_79008	1	79	ts_chapter08_02	0	78070	78080	0	0	6	99			102	7900801	7900802	7900802	7900803	7900803	0						2	40040001	6	0	100																					0
79009	79-9 蛇之神	t_mission_name_79009	t_mission_desc_79009	1	79	ts_chapter08_02	1	78080	78090	0	0	6	10			102	7900901	7900902	7900902	7900903	7900903	0						2	40040001	6	0	100	2	40030053	1	0	60	2	80020001	1	0	10											0
79010	79-10 妥协者	t_mission_name_79010	t_mission_desc_79010	1	79	ts_chapter08_02	2	78090	79000	0	0	6	5			102	7901001	7901002	7901002	7901003	7901003	0						2	50010001	6	0	30	2	70030405	1	0	2	2	80020001	1	0	10											0
80001	80-1 贫铀弹	t_mission_name_80001	t_mission_desc_80001	1	80	ts_chapter09_01	0	79000	79010	0	0	6	99			104	8000101	8000101	8000101	8000101	8000101	0						2	40040001	6	0	100																					0
80002	80-2 金刚钻头	t_mission_name_80002	t_mission_desc_80002	1	80	ts_chapter09_01	0	79010	79020	0	0	6	99			104	8000201	8000201	8000201	8000201	8000201	0						2	40040001	6	0	100																					0
80003	80-3 核动力	t_mission_name_80003	t_mission_desc_80003	1	80	ts_chapter09_01	1	79020	79030	0	0	6	10			101	8000301	8000302	8000302	8000303	8000303	0						2	40040001	6	0	100	2	40030051	1	0	60	2	80020001	1	0	10											0
80004	80-4 喷气铁拳	t_mission_name_80004	t_mission_desc_80004	1	80	ts_chapter09_01	0	79030	79040	0	0	6	99			101	8000401	8000402	8000402	8000403	8000403	0						2	40040001	6	0	100																					0
80005	80-5 放射沾染	t_mission_name_80005	t_mission_desc_80005	1	80	ts_chapter09_01	0	79040	79050	0	0	6	99			101	8000501	8000501	8000501	8000502	8000502	0						2	40040001	6	0	100																					0
80006	80-6 核磁炮	t_mission_name_80006	t_mission_desc_80006	1	80	ts_chapter09_02	1	79050	79060	0	0	6	10			101	8000601	8000602	8000602	8000603	8000603	0						2	40040001	6	0	100	2	40030052	1	0	60	2	80020001	1	0	10											0
80007	80-7 异位魔能	t_mission_name_80007	t_mission_desc_80007	1	80	ts_chapter09_02	0	79060	79070	0	0	6	99			102	8000701	8000702	8000702	8000703	8000703	0						2	40040001	6	0	100																					0
80008	80-8 跨越干扰	t_mission_name_80008	t_mission_desc_80008	1	80	ts_chapter09_02	0	79070	79080	0	0	6	99			102	8000801	8000802	8000802	8000803	8000803	0						2	40040001	6	0	100																					0
80009	80-9 强制斩击	t_mission_name_80009	t_mission_desc_80009	1	80	ts_chapter09_02	1	79080	79090	0	0	6	10			102	8000901	8000902	8000902	8000903	8000903	0						2	40040001	6	0	100	2	40030053	1	0	60	2	80020001	1	0	10											0
80010	80-10 不死鸟	t_mission_name_80010	t_mission_desc_80010	1	80	ts_chapter09_02	2	79090	80000	0	0	6	5			102	8001001	8001002	8001002	8001003	8001003	0						2	50010001	6	0	30	2	70040405	1	0	2	2	80020001	1	0	10											0
81001	81-1 快速反应	t_mission_name_81001	t_mission_desc_81001	1	81	ts_chapter10_01	0	80000	80010	0	0	6	99			104	8100101	8100101	8100101	8100101	8100101	0						2	40040001	6	0	100																					0
81002	81-2 主动反应	t_mission_name_81002	t_mission_desc_81002	1	81	ts_chapter10_01	0	80010	80020	0	0	6	99			104	8100201	8100201	8100201	8100201	8100201	0						2	40040001	6	0	100																					0
81003	81-3 圣歌咏唱	t_mission_name_81003	t_mission_desc_81003	1	81	ts_chapter10_01	1	80020	80030	0	0	6	10			101	8100303	8100301	8100301	8100302	8100302	0						2	40040001	6	0	100	2	40030051	1	0	60	2	80020001	1	0	10											0
81004	81-4 双刀舞I	t_mission_name_81004	t_mission_desc_81004	1	81	ts_chapter10_01	0	80030	80040	0	0	6	99			103	8100401	8100402	8100402	8100402	8100402	0						2	40040001	6	0	100																					0
81005	81-5 双刀舞II	t_mission_name_81005	t_mission_desc_81005	1	81	ts_chapter10_01	0	80040	80050	0	0	6	99			103	8100501	8100502	8100502	8100502	8100502	0						2	40040001	6	0	100																					0
81006	81-6 引领者	t_mission_name_81006	t_mission_desc_81006	1	81	ts_chapter10_02	1	80050	80060	0	0	6	10			102	8100603	8100604	8100604	8100602	8100602	0						2	40040001	6	0	100	2	40030052	1	0	60	2	80020001	1	0	10											0
81007	81-7 坚强后盾	t_mission_name_81007	t_mission_desc_81007	1	81	ts_chapter10_02	0	80060	80070	0	0	6	99			101	8100701	8100701	8100701	8100702	8100702	0						2	40040001	6	0	100																					0
81008	81-8 献身者	t_mission_name_81008	t_mission_desc_81008	1	81	ts_chapter10_02	0	80070	80080	0	0	6	99			102	8100801	8100802	8100802	8100803	8100803	0						2	40040001	6	0	100																					0
81009	81-9 手刃者	t_mission_name_81009	t_mission_desc_81009	1	81	ts_chapter10_02	1	80080	80090	0	0	6	10			102	8100903	8100901	8100901	8100904	8100904	0						2	40040001	6	0	100	2	40030053	1	0	60	2	80020001	1	0	10											0
81010	81-10 偶像原则	t_mission_name_81010	t_mission_desc_81010	1	81	ts_chapter10_02	2	80090	81000	0	0	6	5			102	8101004	8101001	8101001	8101005	8101005	0						2	50010001	6	0	30	2	70010406	1	0	2	2	80020001	1	0	10											0
82001	82-1 狂舞之镰	t_mission_name_82001	t_mission_desc_82001	1	82	ts_chapter05_01	0	81000	81010	0	0	6	99			104	8200101	8200101	8200101	8200101	8200101	0						2	40040001	6	0	100																					0
82002	82-2 异界弹头	t_mission_name_82002	t_mission_desc_82002	1	82	ts_chapter05_01	0	81010	81020	0	0	6	99			104	8200201	8200201	8200201	8200201	8200201	0						2	40040001	6	0	100																					0
82003	82-3 挣脱命运	t_mission_name_82003	t_mission_desc_82003	1	82	ts_chapter05_01	1	81020	81030	0	0	6	10			101	8200303	8200301	8200301	8200302	8200302	0						2	40040001	6	0	100	2	40030051	1	0	60	2	80020001	1	0	10											0
82004	82-4 神秘之刃	t_mission_name_82004	t_mission_desc_82004	1	82	ts_chapter05_01	0	81030	81040	0	0	6	99			101	8200401	8200402	8200402	8200403	8200403	0						2	40040001	6	0	100																					0
82005	82-5 临时闺蜜	t_mission_name_82005	t_mission_desc_82005	1	82	ts_chapter05_01	0	81040	81050	0	0	6	99			101	8200501	8200501	8200501	8200502	8200502	0						2	40040001	6	0	100																					0
82006	82-6 丢失部分	t_mission_name_82006	t_mission_desc_82006	1	82	ts_chapter05_02	1	81050	81060	0	0	6	10			101	8200604	8200602	8200602	8200601	8200601	0						2	40040001	6	0	100	2	40030052	1	0	60	2	80020001	1	0	10											0
82007	82-7 流亡合金	t_mission_name_82007	t_mission_desc_82007	1	82	ts_chapter05_02	0	81060	81070	0	0	6	99			104	8200701	8200702	8200702	8200703	8200703	0						2	40040001	6	0	100																					0
82008	82-8 金属相性	t_mission_name_82008	t_mission_desc_82008	1	82	ts_chapter05_02	0	81070	81080	0	0	6	99			101	8200801	8200801	8200801	8200802	8200802	0						2	40040001	6	0	100																					0
82009	82-9 自进化	t_mission_name_82009	t_mission_desc_82009	1	82	ts_chapter05_02	1	81080	81090	0	0	6	10			101	8200903	8200901	8200901	8200902	8200902	0						2	40040001	6	0	100	2	40030053	1	0	60	2	80020001	1	0	10											0
82010	82-10 无名天使	t_mission_name_82010	t_mission_desc_82010	1	82	ts_chapter05_02	2	81090	82000	0	0	6	5			102	8201004	8201001	8201001	8201003	8201003	0						2	50010001	6	0	30	2	70020406	1	0	2	2	80020001	1	0	10											0
83001	83-1 破风铁拳	t_mission_name_83001	t_mission_desc_83001	1	83	ts_chapter01	0	82000	82010	0	0	6	99			104	8300101	8300101	8300101	8300101	8300101	0						2	40040001	6	0	100																					0
83002	83-2 破风弹头	t_mission_name_83002	t_mission_desc_83002	1	83	ts_chapter01	0	82010	82020	0	0	6	99			104	8300201	8300201	8300201	8300201	8300201	0						2	40040001	6	0	100																					0
83003	83-3 更多能量	t_mission_name_83003	t_mission_desc_83003	1	83	ts_chapter01	1	82020	82030	0	0	6	10			101	8300303	8300302	8300302	8300301	8300301	0						2	40040001	6	0	100	2	40030051	1	0	60	2	80020001	1	0	10											0
83004	83-4 兴奋激素	t_mission_name_83004	t_mission_desc_83004	1	83	ts_chapter01	0	82030	82040	0	0	6	99			101	8300401	8300402	8300402	8300401	8300401	0						2	40040001	6	0	100																					0
83005	83-5 胁迫射击	t_mission_name_83005	t_mission_desc_83005	1	83	ts_chapter01	0	82040	82050	0	0	6	99			101	8300501	8300501	8300501	8300502	8300502	0						2	40040001	6	0	100																					0
83006	83-6 最强后厨	t_mission_name_83006	t_mission_desc_83006	1	83	ts_chapter01	1	82050	82060	0	0	6	10			101	8300602	8300603	8300603	8300604	8300604	0						2	40040001	6	0	100	2	40030052	1	0	60	2	80020001	1	0	10											0
83007	83-7 守卫象征	t_mission_name_83007	t_mission_desc_83007	1	83	ts_chapter01	0	82060	82070	0	0	6	99			104	8300701	8300702	8300702	8300702	8300702	0						2	40040001	6	0	100																					0
83008	83-8 养尊处优	t_mission_name_83008	t_mission_desc_83008	1	83	ts_chapter01	0	82070	82080	0	0	6	99			101	8300801	8300801	8300801	8300802	8300802	0						2	40040001	6	0	100																					0
83009	83-9 讯息穿越	t_mission_name_83009	t_mission_desc_83009	1	83	ts_chapter01	1	82080	82090	0	0	6	10			101	8300904	8300902	8300902	8300901	8300901	0						2	40040001	6	0	100	2	40030053	1	0	60	2	80020001	1	0	10											0
83010	83-10 明日希望	t_mission_name_83010	t_mission_desc_83010	1	83	ts_chapter01	2	82090	83000	0	0	6	5			102	8301004	8301001	8301001	8301002	8301002	0						2	50010001	6	0	30	2	70030406	1	0	2	2	80020001	1	0	10											0
84001	84-1 民的困惑	t_mission_name_84001	t_mission_desc_84001	1	84	ts_chapter02	0	83000	83010	0	0	6	99			104	8400101	8400101	8400101	8400101	8400101	0						2	40040001	6	0	100																					0
84002	84-2 拉风战士	t_mission_name_84002	t_mission_desc_84002	1	84	ts_chapter02	0	83010	83020	0	0	6	99			104	8400201	8400201	8400201	8400201	8400201	0						2	40040001	6	0	100																					0
84003	84-3 球形身材	t_mission_name_84003	t_mission_desc_84003	1	84	ts_chapter02	1	83020	83030	0	0	6	10			101	8400303	8400301	8400301	8400302	8400302	0						2	40040001	6	0	100	2	40030051	1	0	60	2	80020001	1	0	10											0
84004	84-4 小炮分队	t_mission_name_84004	t_mission_desc_84004	1	84	ts_chapter02	0	83030	83040	0	0	6	99			101	8400401	8400401	8400401	8400402	8400402	0						2	40040001	6	0	100																					0
84005	84-5 调谐射击	t_mission_name_84005	t_mission_desc_84005	1	84	ts_chapter02	0	83040	83050	0	0	6	99			101	8400501	8400501	8400501	8400502	8400502	0						2	40040001	6	0	100																					0
84006	84-6 自力更生	t_mission_name_84006	t_mission_desc_84006	1	84	ts_chapter02	1	83050	83060	0	0	6	10			102	8400604	8400601	8400601	8400602	8400602	0						2	40040001	6	0	100	2	40030052	1	0	60	2	80020001	1	0	10											0
84007	84-7 原始武器	t_mission_name_84007	t_mission_desc_84007	1	84	ts_chapter02	0	83060	83070	0	0	6	99			102	8400701	8400702	8400702	8400703	8400703	0						2	40040001	6	0	100																					0
84008	84-8 身大则强	t_mission_name_84008	t_mission_desc_84008	1	84	ts_chapter02	0	83070	83080	0	0	6	99			101	8400801	8400801	8400801	8400802	8400802	0						2	40040001	6	0	100																					0
84009	84-9 威慑效应	t_mission_name_84009	t_mission_desc_84009	1	84	ts_chapter02	1	83080	83090	0	0	6	10			101	8400904	8400901	8400901	8400902	8400902	0						2	40040001	6	0	100	2	40030053	1	0	60	2	80020001	1	0	10											0
84010	84-10 最终奥义	t_mission_name_84010	t_mission_desc_84010	1	84	ts_chapter02	2	83090	84000	0	0	6	5			102	8401004	8401001	8401001	8401005	8401005	0						2	50010001	6	0	30	2	70040406	1	0	2	2	80020001	1	0	10											0
85001	85-1 核心驱动	t_mission_name_85001	t_mission_desc_85001	1	85	ts_chapter03_01	0	84000	84010	0	0	6	99			104	8500101	8500101	8500101	8500101	8500101	0						2	40040001	6	0	100																					0
85002	85-2 矩阵射击	t_mission_name_85002	t_mission_desc_85002	1	85	ts_chapter03_01	0	84010	84020	0	0	6	99			104	8500201	8500201	8500201	8500201	8500201	0						2	40040001	6	0	100																					0
85003	85-3 强袭之光	t_mission_name_85003	t_mission_desc_85003	1	85	ts_chapter03_01	1	84020	84030	0	0	6	10			102	8500302	8500303	8500303	8500304	8500304	0						2	40040001	6	0	100	2	40030051	1	0	60	2	80020001	1	0	10											0
85004	85-4 高等智慧	t_mission_name_85004	t_mission_desc_85004	1	85	ts_chapter03_01	0	84030	84040	0	0	6	99			101	8500401	8500401	8500401	8500402	8500402	0						2	40040001	6	0	100																					0
